journal	IF2023	quartile2023
PUBLIC OPIN Q	2.9	Q1
PUBLIC PERS MANAGE	3.1	Q1
PUBLIC POLICY ADM	2.9	Q1
PUBLIC RELAT REV	4.1	Q1
PUBLIC TRANSP	2.3	Q2
PUBLIC UNDERST SCI	3.5	Q1
PUBLIC WORKS MANAG POLICY	1	Q3
PUBLICATIONS (BASEL)	4.6	Q1
PUBLIUS	2.2	Q2
PULM CIRC	2.2	Q3
PULM MED	2	Q3
PULM PHARMACOL THER	3.3	Q2
PULM THER	2.3	Q2
PULMONOLOGY	10.4	Q1
PULSE (BASEL)	3.8	Q1
PUNISHM SOC	2.3	Q1
PURE APPL CHEM	2	Q3
PURE APPL GEOPHYS	1.9	Q2
PURINERGIC SIGNAL	3	Q2
Q APPL MATH	0.9	Q3
Q J ECON	11.1	Q1
Q J ENG GEOL HYDROGEO	1.3	Q3
Q J EXP PSYCHOL (HOVE)	1.5	Q4
Q J FINANCE	0.9	Q3
Q J MECH APPL MATH	0.8	Q4
Q J NUCL MED MOL IMAGING	1.3	Q3
Q J R METEOROL SOC	3	Q2
Q J SPEECH	1.3	Q2
Q REV BIOL	3.7	Q1
Q REV BIOPHYS	7.2	Q1
Q REV ECON FINANCE	2.9	Q1
QJM	7.3	Q1
QUAD STOR	0.3	Q2
QUAERENDO	0.8	NA
QUAEST MATH	0.6	Q3
QUAL AGEING	0.8	Q4
QUAL AGEING OLDER ADULTS	0.8	Q4
QUAL ENG	1.3	Q2
QUAL HEALTH RES	2.6	Q1
QUAL INQ	1.4	Q2
QUAL LIFE RES	3.3	Q1
QUAL MANAG HEALTH CARE	1.2	Q4
QUAL PSYCHOL	11.7	Q1
QUAL RELIAB ENG INT	2.2	Q2
QUAL REP	1.6	Q2
QUAL RES	3.2	Q1
QUAL RES J	0.8	Q3
QUAL RES PSYCHOL	4.6	Q1
QUAL RES SPORT EXERC HEALTH	8	Q1
QUAL SOC WORK	1.7	Q1
QUAL SOCIOL	2.1	Q2
QUAL TECHNOL QUANT MANAG	2.3	Q1
QUAL THEORY DYN SYST	1.9	Q1
QUANT BIOL	0.6	Q4
QUANT ECONOM	1.9	Q2
QUANT FINANCE	1.5	Q2
QUANT IMAGING MED SURG	2.9	Q2
QUANT INFRARED THERMOGR J	3.7	Q2
QUANT METHOD PSYCHOL	1.3	Q2
QUANT SCI STUD	4.1	Q1
QUANTUM (VIENNA)	5.1	Q2
QUANTUM BEAM SCI	1.3	Q4
QUANTUM INF COMPUT	0.7	Q4
QUANTUM INF PROCESS	2.2	Q3
QUANTUM MACH INTELL	4.1	Q2
QUANTUM SCI TECHNOL	5.6	Q1
QUART J POLIT SCI	1.5	Q2
QUAT GEOCHRONOL	1.7	Q3
QUAT INT	1.9	Q3
QUAT RES	1.7	Q3
QUAT SCI REV	3.2	Q2
QUEENS LAW J	0.3	Q3
QUEUEING SYST	0.7	Q4
QUIM NOVA	0.5	Q4
QUINTESSENCE INT	1.3	Q3
R J	2.3	Q1
R SOC OPEN SCI	2.9	Q1
RACE CL	1.9	Q2
RACE ETHN EDUC	2.4	Q1
RACE JUSTICE	2.1	Q1
RACE SOC PROBL	2.8	Q1
RADIAT ENVIRON BIOPHYS	1.5	Q3
RADIAT ONCOL	3.3	Q1
RADIAT PHYS CHEM OXF ENGL 1993	2.8	Q1
RADIAT PROT DOSIMETRY	0.8	Q4
RADIAT RES	2.5	Q2
RADIC HIST REV	0.7	Q1
RADIO SCI	1.6	Q3
RADIOCARBON	2	Q2
RADIOCHIM ACTA	1.4	Q3
RADIOGRAPHICS	5.2	Q1
RADIOGRAPHY (LOND)	2.5	Q2
RADIOL ARTIF INTELL	8.1	Q1
RADIOL CARDIOTHORAC IMAGING	3.8	Q1
RADIOL CLIN NORTH AM	2.1	Q2
RADIOL IMAGING CANCER	5.6	Q1
RADIOL MED	9.7	Q1
RADIOL ONCOL	2.1	Q2
RADIOL PHYS TECHNOL	1.7	Q3
RADIOL RES PRACT	2.2	Q2
RADIOL TECHNOL	0.7	Q4
RADIOLOGIA	1.1	Q3
RADIOLOGIE (HEIDELB)	0.7	Q4
RADIOLOGY	12.1	Q1
RADIOPROTECTION	1.4	Q3
RADIOTHER ONCOL	4.9	Q1
RAMANUJAN J	0.6	Q3
RAMBAM MAIMONIDES MED J	1.4	Q2
RAND J ECON	2.8	Q1
RANDOM STRUCT ALGORITHMS	0.9	Q3
RANGEL ECOL MANAG	2.4	Q3
RAPID COMMUN MASS SPECTROM	1.8	Q2
RAPID PROTOTYP J	3.4	Q2
RARE METALS	9.6	Q1
RARE TUMORS	0.9	Q4
RATIO (OXF)	0.6	NA
RATION SOC	1.3	Q3
RAUMFORSCH RAUMORDN	0.7	Q3
REACT CHEM ENG	3.4	Q2
REACT FUNCT POLYM	4.5	Q1
REACTIONS (BASEL)	2.2	Q3
READ PSYCHOL	1.2	Q4
READ RES Q	3.9	Q1
READ TEACH	1.4	Q2
READ WRIT	2	Q3
READ WRIT Q	1.5	Q2
REAL TIME SYST (DORDR)	1.4	Q3
RECENT ADV INFLAMM ALLERGY DRUG DISCOV	1.2	Q4
RECENT PAT ANTICANCER DRUG DISCOV	2.5	Q3
RECENT PAT NANOTECHNOL	2	Q3
RECH SOCIOGR	0.2	Q4
RECH SOINS INFIRM	0.2	Q4
RECHTSMEDIZIN (BERL)	0.4	Q4
REDOX BIOL	10.7	Q1
REDOX REP	5.2	Q1
REF SERV REV	1.3	Q2
REG ANESTH PAIN MED	5.1	Q1
REG ENVIRON CHANGE	3.4	Q2
REG FED STUD	1.7	Q2
REG SCI POLICY PRAC	1.7	Q2
REG SCI URBAN ECON	3.5	Q1
REG STUD	4.4	Q1
REG STUD MAR SCI	2.1	Q2
REG STUD REG SCI	1.7	Q2
REGEN BIOMATER	5.6	Q1
REGEN ENG TRANSL MED	2.2	Q3
REGEN MED	2.4	Q3
REGEN THER	3.4	Q2
REGUL GOV	3.2	Q1
REGUL TOXICOL PHARMACOL	3	Q2
REHABIL COUNS BULL	1.9	Q2
REHABIL NURS	1.1	Q3
REHABIL ONCOL	1	Q4
REHABIL PROCESS OUTCOME	2.3	Q1
REHABIL PSYCHOL	1.9	Q2
REHABIL RES POLICY EDUC	0.4	Q4
REHABIL RES PRACT	1.5	Q3
REHABILITATION (STUTTG)	1.4	Q3
REJUVENATION RES	2.2	Q3
RELIAB ENG SYST SAF	9.4	Q1
RELIG EDUC	0.4	NA
RELIG STATE SOC	1.3	NA
RELIG STUD REV	0.1	NA
RELIGION BRAIN BEHAV	3.6	NA
RELIGIONS (BASEL)	0.7	NA
REMEDIAL SPEC EDUC	2.3	Q1
REMEDIATION (N Y)	3	Q3
REMOTE SENS (BASEL)	4.2	Q2
REMOTE SENS APPL	3.8	Q2
REMOTE SENS ECOL CONSERV	3.9	Q2
REMOTE SENS ENVIRON	11.1	Q1
REMOTE SENS LETT	1.4	Q3
REN FAIL	3	Q1
REN REPLACE THER	0.9	Q4
RENAISS Q	1.2	NA
RENAISS REFORM	0.2	NA
RENAISS STUD	0.3	NA
REND CIRC MAT PALERMO	0.9	Q2
REND LINCEI SCI FIS NAT	2.1	Q2
RENEW ENERGY	9	Q1
RENEW SUSTAIN ENERGY REV	16.3	Q1
REP BIOCHEM MOL BIOL	1.6	Q4
REP PRACT ONCOL RADIOTHER	1.2	Q3
REP PROG PHYS	19	Q1
REPORTS (MDPI)	0.8	Q3
REPRESENTATIONS (BERKELEY)	0.9	Q2
REPROD BIOL	2.5	Q3
REPROD BIOL ENDOCRINOL	4.2	Q1
REPROD BIOMED ONLINE	3.7	Q1
REPROD DEV MED	0.7	Q4
REPROD DOMEST ANIM	1.6	Q2
REPROD FERTIL	2.8	Q2
REPROD FERTIL DEV	1.8	Q1
REPROD HEALTH	3.6	Q1
REPROD MED (BASEL)	1.1	Q4
REPROD MED BIOL	2.7	Q2
REPROD SCI	2.6	Q2
REPROD TOXICOL	3.3	Q2
REPRODUCTION	3.7	Q1
REQUIR ENG	2.1	Q2
RES AGING	1.8	Q2
RES ASTRON ASTROPHYS	1.8	Q3
RES AUTISM SPECTR DISORD	2.2	Q1
RES CARDIOVASC MED	0.2	Q4
RES CHILD ADOLESC PSYCHOPATHOL	2.9	Q2
RES COMP INT EDUC	1.6	Q2
RES DEV DISABIL	2.9	Q1
RES DRAMA EDUC	0.5	NA
RES ECON	1.2	Q3
RES ENG DES	2.3	Q2
RES ETHICS	2.1	Q2
RES EVAL	2.9	Q1
RES GERONTOL NURS	1.1	Q3
RES HIGH EDUC	1.9	Q2
RES HUM DEV	1.4	Q4
RES INT BUS FINANCE	6.3	Q1
RES INTEGR PEER REV	7.2	Q1
RES LANG SOC INTERACT	3	Q2
RES MATH SCI	1.2	Q1
RES MICROBIOL	2.5	Q3
RES NUMBER THEORY	0.6	Q3
RES NURS HEALTH	2.1	Q2
RES ORGAN BEHAV	3.1	Q2
RES PAP EDUC	2.1	Q1
RES PHARM SCI	2.1	Q3
RES POLICY	7.5	Q1
RES PRACT PERSONS SEVERE DISABL	2	Q2
RES PRACT TECHNOL ENHANC LEARN	3.1	Q1
RES PRACT THROMB HAEMOST	3.4	Q1
RES PSYCHOTHER	1.6	Q3
RES PUBLICA	0.9	NA
RES Q EXERC SPORT	1.4	Q3
RES REP NEONATOL	0.6	Q4
RES REP TROP MED	3.1	Q2
RES REP UROL	2	Q2
RES SCI EDUC	2.2	Q1
RES SOC STRATIF MOBIL	2.7	Q1
RES SOC WORK PRACT	1.7	Q1
RES SOCIAL ADM PHARM	3.7	Q1
RES SPORTS MED	1.9	Q2
RES STUD MUSIC EDUC	1.3	NA
RES SYNTH METHODS	5	Q1
RES THEORY NURS PRACT	0.8	Q4
RES TRANSP BUS MANAG	4.1	Q2
RES VET SCI	2.2	Q1
RESEARCH (WASH D C)	8.5	Q1
RESID TREAT CHILD YOUTH	1	Q3
RESOUR CONSERV RECYCL	11.2	Q1
RESOUR CONSERV RECYCL ADV	5.4	Q1
RESOUR ENERGY ECON	2.6	Q2
RESOURCES (BASEL)	3.6	Q3
RESPIR CARE	2.4	Q2
RESPIR INVESTIG	2.4	Q2
RESPIR MED	3.5	Q2
RESPIR MED CASE REP	0.8	Q4
RESPIR MED RES	2.2	Q3
RESPIR PHYSIOL NEUROBIOL	1.9	Q3
RESPIR RES	4.7	Q1
RESPIRATION	3.5	Q2
RESPIROL CASE REP	0.8	Q4
RESPIROLOGY	6.6	Q1
RESTAURATOR (CPH)	0.7	Q3
RESTOR ECOL	2.8	Q2
RESTOR NEUROL NEUROSCI	1.9	Q4
RESULTS APPL MATH	1.4	Q2
RESULTS CHEM	2.5	Q2
RESULTS ENG	6	Q1
RESULTS MATH	1.1	Q2
RESULTS PHYS	4.4	Q1
RESUSC PLUS	2.1	Q2
RESUSCITATION	6.5	Q1
RETHINK HIST	0.5	Q1
RETINA	2.3	Q2
RETROVIROLOGY	2.7	Q3
REUMATISMO	1.2	Q4
REUMATOL CLIN	1.2	Q4
REUMATOLOGIA	1.4	Q3
REV AFR POLIT ECON	1.4	Q2
REV AM HIST	0.2	Q2
REV ANAL CHEM	3.6	Q2
REV ANTOPOL SOC	0.2	Q4
REV AQUAC	8.8	Q1
REV ARGENT CIENC COMPORT	0.5	Q4
REV ARGENT MICROBIOL	1.8	Q4
REV ASSET PRICING STUD	2.2	Q2
REV ASSOC MED BRAS (1992)	1.2	Q2
REV BIOL TROP	0.8	Q4
REV BRAS BOT	1.4	Q3
REV BRAS ENFERM	1.2	Q3
REV BRAS FARMACOGN	1.4	Q4
REV BRAS GINECOL OBSTET	1	Q4
REV BRAS HIST	0.2	Q2
REV BRAS PARASITOL VET	1.2	Q3
REV CAN ETUDES DEV	1.9	Q2
REV CARDIOVASC MED	1.9	Q3
REV CHEM ENG	4.9	Q1
REV CHIL NUTR	0.5	Q4
REV CHILENA INFECTOL	0.4	Q4
REV CIENT (MARACAIBO)	0.2	Q4
REV CLIN ESP	2.3	Q2
REV COMPLUT HIST AM	0.1	Q3
REV CORP FINANC STUD	1.9	Q2
REV DEV ECON	2	Q2
REV ECON DES	0.3	Q4
REV ECON DYN	2.3	Q2
REV ECON HOUSEH	4.1	Q1
REV ECON POLIT	0.7	Q3
REV ECON STAT	7.6	Q1
REV ECON STUD	5.9	Q1
REV EDUC	2.7	Q1
REV EDUC RES	8.3	Q1
REV ELECTRON INVESTIG PSICOEDUC PSIGOPEDAG	0.6	Q4
REV ENDOCR METAB DISORD	6.9	Q1
REV ENFERM	0.1	Q4
REV ENVIRON CONTAM TOXICOL	6.1	Q1
REV ENVIRON ECON POLICY	7.8	Q1
REV ENVIRON HEALTH	3	Q2
REV ENVIRON SCI BIOTECHNOL	8.6	Q1
REV EPIDEMIOL SANTE PUBLIQUE	1.2	Q4
REV ESC ENFERM USP	1.2	Q3
REV ESP ANESTESIOL REANIM	0.9	Q3
REV ESP ANTROPOL AM	0.5	Q3
REV ESP CARDIOL (ENGL ED)	7.2	Q1
REV ESP DOC CIENT	1	Q3
REV ESP ENFERM DIG	2.7	Q2
REV ESP INVEST SOCIOL	1	Q3
REV ESP LINGUIST APL	0.6	Q3
REV ESP MED NUCL IMAGEN MOL	1.6	Q3
REV ESP QUIMIOTER	1.9	Q3
REV ESP SALUD PUBLICA	0.9	Q4
REV ETUD JUIVES	0.1	NA
REV EUR COMP INT ENVIRON LAW	2	Q1
REV FAITH INT AFF	0.5	NA
REV FINANC	5.6	Q1
REV FINANC STUD	6.8	Q1
REV FISH BIOL FISH	5.9	Q1
REV FISH SCI AQUAC	6.4	Q1
REV FR ALLERGOL (2009)	0.5	Q4
REV FR SOCIOL	0.5	Q4
REV GASTROENTEROL MEX	1.5	Q3
REV GEN PSYCHOL	3.6	Q1
REV GEOGR ALP	0.2	Q4
REV GEOPHYS	25.2	Q1
REV HIGH ED	2.9	Q1
REV HIST (BRAZIL)	0.1	Q3
REV HIST (PARIS)	0.4	Q1
REV HIST ECCLES	0.1	NA
REV HIST MOD CONTEMP	0.1	Q3
REV HIST PSICOL	0.3	Q4
REV HIST RELIG	0.2	NA
REV HIST SCI PARIS	0.3	Q3
REV IBEROAM AUTOM INFORMA IND	1.1	Q4
REV IBEROAM ESTUD DESARRO	0.2	Q4
REV IBEROAM MICOL	1.5	Q4
REV INCOME WEALTH	1.9	Q2
REV IND ORGAN	0.8	Q4
REV INDIAS	0.3	Q2
REV INST MED TROP SAO PAULO	1.5	Q3
REV INT ANDROL	0.8	Q4
REV INT CIENC DEPORTE	0.7	Q4
REV INT ECON	1	Q3
REV INT ORGAN	4.5	Q1
REV INT POLIT ECON	3.7	Q1
REV INT PSICOL TER PSICOL	0.7	Q4
REV INT SOCIOL	0.8	Q3
REV INT STUD	3.2	Q1
REV J AUTISM DEV DISORD	2.9	Q2
REV LAT AM ENFERMAGEM	1.5	Q3
REV LATINOAM POBLAC	0.4	Q4
REV LATINOAM PSICOL	1.1	Q3
REV MAL RESPIR	0.5	Q4
REV MAT COMPLUT	1.4	Q2
REV MED CHIL	0.5	Q3
REV MED CHIR SOC MED NAT IASI	0.1	Q4
REV MED INTERNE	0.7	Q3
REV MED URUG (MONTEV)	0.1	Q4
REV MED VIROL	9	Q1
REV METAPHYS	0.2	NA
REV METAPHYS MORALE	0.1	NA
REV MEX ASTRON ASTROFIS	1.1	Q3
REV MEX CIENC POLIT SOC	0.3	Q3
REV MOD PHYS	45.9	Q1
REV MONDE MUSULMAN MEDITERR	0.2	Q4
REV NEFROL DIAL TRANSPL	0.2	Q4
REV NETW ECON	0.9	Q3
REV NEUROL	0.8	Q4
REV NEUROL (PARIS)	2.8	Q2
REV NEUROSCI	3.4	Q2
REV NORD	0.1	Q3
REV PALAEOBOT PALYNOL	1.7	Q2
REV PANAM SALUD PUBLICA	2	Q3
REV PAUL PEDIATR	1.4	Q3
REV PHILOS FRANCE LET	0.1	NA
REV PHILOS PSYCHOL	1.8	Q2
REV POLICY RES	2.3	Q2
REV PORT CARDIOL	1.6	Q3
REV PSICOL SOC	0.9	Q4
REV PSIQUIATR SALUD MENT	5.2	Q1
REV PUBLIC PERS ADM	4.2	Q1
REV R ACAD CIENC EXACTAS FIS NAT A MAT	1.8	Q1
REV RADIC POLIT ECON	1	Q3
REV RECENT CLIN TRIALS	1.4	Q4
REV REG STUD	0.6	Q4
REV RELIG RES	1.5	Q2
REV RES EDUC	2.4	Q1
REV ROM MED LAB	0.5	Q4
REV ROM STAT	0.2	Q4
REV ROUM CHIM	0.4	Q4
REV SALUD AMBIENT	0.4	Q4
REV SAUDE PUBLICA	2.1	Q3
REV SCI INSTRUM	1.3	Q4
REV SCI PHILOS THEOL	0.1	NA
REV SCI TECH	1.9	Q2
REV SOC BRAS MED TROP	1.8	Q3
REV SOC ECON	1.6	Q2
REV SOCIONETWORK STRATEG	1	Q4
REV SUISSE ZOOL	0.5	Q4
REV VIRTUAL ESTUD LING	0.2	NA
REVSTAT STAT J	0.7	Q3
RHEOL ACTA	2.3	Q2
RHETOR REV	0.7	NA
RHETOR SOC Q	1.1	NA
RHEUM DIS CLIN NORTH AM	2.6	Q2
RHEUMATOL ADV PRACT	2.1	Q3
RHEUMATOL AUTOIMMUN	1.2	Q4
RHEUMATOL INT	3.2	Q2
RHEUMATOL THER	2.9	Q2
RHEUMATOLOGY (OXFORD)	4.7	Q1
RHINOLOGY	4.8	Q1
RHIZOSPHERE	3.4	Q2
RIC PSICOL	0.1	Q4
RICE (N Y)	4.8	Q1
RISK ANAL	3	Q1
RISK HAZARDS CRISIS PUBLIC POLICY	1.9	Q3
RISK MANAG HEALTHC POLICY	2.7	Q2
RISK MANAG INSUR REV	1.1	Q3
RIV ESTET	0.1	NA
RIV INTERNAZIONALE FILOS PSICOL	0.2	Q4
RIV ITAL PEDIATR	3.2	Q1
RIV LINGUIST	0.5	Q3
RIV PSICHIATR	1	Q4
RIV PSICOLINGUIST APPL	0.2	Q4
RIV STOR FILOS	0.1	NA
RIV STOR ITAL	0.2	Q2
RIVER RES APPL	1.7	Q3
RMD OPEN	5.1	Q1
RNA	4.2	Q2
RNA BIOL	3.6	Q2
ROB AUTON SYST	4.3	Q2
ROBOT COMPUT INTEGR MANUF	9.1	Q1
ROBOTICA	1.9	Q3
ROBOTICS (BASEL)	2.9	Q2
ROCK MECH ROCK ENG	5.5	Q1
ROCKY MT J MATH	0.7	Q2
ROEPER REV	1.7	Q2
ROFO	1.3	Q3
ROM J INTERN MED	1.6	Q2
ROM J MORPHOL EMBRYOL	1.2	Q4
ROM REP PHYS	2.1	Q2
RSC ADV	3.9	Q2
RSC CHEM BIOL	4.2	Q2
RSC MED CHEM	4.1	Q2
RSF	3.9	Q1
RURAL HIST	0.3	Q2
RURAL REMOTE HEALTH	2	Q3
RURAL SPEC EDUC Q	0.9	Q3
RUSS CHEM BULL	1.7	Q3
RUSS HIST (PITTSBURGH)	0.2	Q2
RUSS J BIOL INVASIONS	0.8	Q4
RUSS J BIOORG CHEM	1.1	Q4
RUSS J DEV BIOL	0.5	Q4
RUSS J ECOL	1	Q4
RUSS J GEN CHEM	0.9	Q4
RUSS J GENET	0.6	Q4
RUSS J MAR BIOL	0.5	Q4
RUSS J PLANT PHYSIOL	1.1	Q3
RUSS LINGUIST	0.9	NA
S AFR FAM PRACT (2004)	1.2	Q2
S AFR GEOGR J	1.1	Q3
S AFR HIST J	0.4	Q1
S AFR J ANIM SCI	0.7	Q3
S AFR J BIOETH LAW	0.5	Q4
S AFR J BOT	2.7	Q2
S AFR J COMMUN DISORD	1	Q3
S AFR J ECON	1.6	Q2
S AFR J EDUC	0.7	Q3
S AFR J HUM RIGHTS	0.3	Q3
S AFR J INF MANAG	1.2	Q3
S AFR J INFECT DIS	1.4	Q4
S AFR J OBSTET GYNAECOL (1999)	0.4	Q4
S AFR J PHYSIOTHER	1	Q4
S AFR J PSYCHIATR	1	Q4
S AFR J PSYCHOL	1.9	Q2
S AFR J SCI	1.5	Q2
S AFR J SURG	0.4	Q4
S AFR MED J	1.5	Q2
S AFR STAT J	0.4	Q4
SA J RADIOL	0.7	Q4
SAE INT J COMMER VEH	0.6	Q4
SAE INT J ENGINES	1.1	Q3
SAE INT J FUELS LUBR	1	Q4
SAE INT J TRANSP SAF	0.7	Q4
SAE INT J VEH DYN STAB NVH	2.8	Q2
SAECULUM	0.2	Q2
SAF HEALTH WORK	3.5	Q1
SAF SCI	4.7	Q1
SAFETY (BASEL)	1.8	Q3
SAGE OPEN	2	Q1
SAGE OPEN MED	2.3	Q2
SAGE OPEN MED CASE REP	0.6	Q3
SAGE OPEN NURS	2	Q2
SAHARA J	0.9	Q4
SAJCH	0.2	Q4
SALMAGUNDI	0.1	NA
SALUD COLECT	0.6	Q4
SALUD MENT (MEX)	0.9	Q4
SALUD PUBLICA MEX	2.4	Q2
SAMPE J	0.2	Q4
SANKHYA B (2008)	0.6	Q4
SANKHYA SER A	0.6	Q4
SANTE MENT QUE	0.4	Q4
SANTE PUBLIQUE	0.3	Q4
SAO PAULO J MATH SCI	0.4	Q4
SAO PAULO MED J	1.3	Q2
SAR QSAR ENVIRON RES	2.3	Q3
SARCOIDOSIS VASC DIFFUSE LUNG DIS	1.4	Q4
SATELL NAVIG	9	Q1
SAUDI DENT J	1.7	Q3
SAUDI J ANAESTH	1.3	Q3
SAUDI J GASTROENTEROL	1.9	Q3
SAUDI J KIDNEY DIS TRANSPL	0.5	Q4
SAUDI J MED MED SCI	1.3	Q2
SAUDI J OPHTHALMOL	0.6	Q4
SAUDI MED J	1.7	Q2
SAUDI PHARM J	3	Q2
SCAN POLIT STUD	2	Q2
SCAND ACTUAR J	1.6	Q1
SCAND CARDIOVASC J	1.2	Q3
SCAND ECON HIST REV	0.5	Q4
SCAND J CARING SCI	1.9	Q2
SCAND J CHILD ADOLESC PSYCHIATR PSYCHOL	1.4	Q3
SCAND J CLIN LAB INVEST	1.3	Q4
SCAND J DISABIL RES	1.7	Q2
SCAND J ECON	1.3	Q3
SCAND J GASTROENTEROL	1.6	Q3
SCAND J HIST	0.7	Q1
SCAND J IMMUNOL	4.1	Q2
SCAND J LAB ANIM SCI	0.3	Q4
SCAND J MED SCI SPORTS	3.5	Q1
SCAND J OCCUP THER	1.9	Q2
SCAND J PAIN	1.5	Q4
SCAND J PRIM HEALTH CARE	1.9	Q3
SCAND J PSYCHOL	1.8	Q2
SCAND J PUBLIC HEALTH	2.6	Q2
SCAND J RHEUMATOL	2.2	Q3
SCAND J SURG	2.5	Q1
SCAND J TRAUMA RESUSC EMERG MED	3	Q1
SCAND J UROL	1.4	Q3
SCAND J WORK ENVIRON HEALTH	4.7	Q1
SCAND STAT THEORY APPL	0.8	Q3
SCAND STUD	0.3	NA
SCANDO SLAV	0.2	NA
SCH EFF SCH IMPROV	2.8	Q1
SCH PSYCHOL	3.9	Q1
SCH PSYCHOL INT	1.7	Q3
SCH SCI MATH	0.8	Q3
SCHIZOPHR BULL	5.3	Q1
SCHIZOPHR RES	3.6	Q1
SCHIZOPHR RES COGN	2.3	Q2
SCHIZOPHR RES TREATMENT	3.6	Q1
SCHIZOPHRENIA (HEIDELB)	3	Q2
SCHMERZ	1.1	Q4
SCHOLARSH PRACT UNDERGRAD RES	0.9	Q3
SCHOOL MENT HEALTH	2.5	Q2
SCHOOL PSYCH REV	3.9	Q1
SCHWEIZ ARCH TIERHEILKD	0.8	Q3
SCHWEIZ Z POLIT	2	Q2
SCI ADV	11.7	Q1
SCI AFR	2.7	Q2
SCI AM	3.1	Q1
SCI BULL (BEIJING)	18.8	Q1
SCI CHINA CHEM	10.4	Q1
SCI CHINA EARTH SCI	6	Q1
SCI CHINA LIFE SCI	8	Q1
SCI CHINA MATER	6.8	Q1
SCI CHINA MATH	1.4	Q2
SCI CHINA PHYS MECH ASTRON	6.4	Q1
SCI CHINA TECHNOL SCI	4.4	Q2
SCI COMMUN	4.6	Q1
SCI COMPUT PROGRAM	1.5	Q3
SCI CULT (LOND)	2.5	Q1
SCI DATA	5.8	Q1
SCI DIABETES SELF MANAG CARE	1.8	Q3
SCI EDUC	3.1	Q1
SCI EDUC (DORDR)	2.1	Q1
SCI ENG ETHICS	2.7	Q2
SCI IMMUNOL	17.6	Q1
SCI JUSTICE	1.9	Q3
SCI MED (PORTO ALEGRE)	0.3	Q3
SCI MED FOOTB	2.8	Q1
SCI PHARM	2.3	Q3
SCI PROG	2.6	Q2
SCI PUBLIC POLICY	2.6	Q2
SCI REP	3.8	Q1
SCI ROBOT	26.1	Q1
SCI SIGNAL	6.7	Q1
SCI SOC	1	Q2
SCI SOC SANTE	0.4	Q3
SCI SPORTS	0.8	Q4
SCI STUD READ	2.9	Q2
SCI TECHNOL ADV MATER	7.4	Q1
SCI TECHNOL ARCHAEOL RES	2.8	NA
SCI TECHNOL BUILT ENVIRON	1.7	Q3
SCI TECHNOL HUMAN VALUES	3.1	Q1
SCI TOTAL ENVIRON	8.2	Q1
SCI TRANSL MED	15.8	Q1
SCIENCE	44.7	Q1
SCIENTIFICA (CAIRO)	2.3	Q2
SCIENTOMETRICS	3.5	Q1
SCIPOST PHYS	4.6	Q1
SCOTT AFF	0.5	Q4
SCOTT GEOGR J	1.3	Q2
SCOTT HIST REV	0.3	Q2
SCOTT J POLIT ECON	0.9	Q3
SCOTT MED J	1.4	Q2
SCR MATER	5.3	Q2
SCREEN (LONDON)	0.3	NA
SE PU	1.2	Q4
SECOND LANG RES	1.9	Q1
SECUR DIALOGUE	2.8	Q1
SEED SCI RES	2.1	Q2
SEFARAD	0.1	NA
SEIZURE	2.7	Q3
SEL MATH NEW SER	1.2	Q2
SELF IDENTITY	1.7	Q3
SEMANT PRAGMAT	1.1	Q2
SEMANT WEB	3	Q2
SEMERGEN	0.9	Q4
SEMICOND SCI TECHNOL	1.9	Q3
SEMIN ARTHRITIS RHEUM	4.6	Q1
SEMIN CANCER BIOL	12.1	Q1
SEMIN CARDIOTHORAC VASC ANESTH	1.1	Q3
SEMIN CELL DEV BIOL	6.2	Q1
SEMIN COLON RECTAL SURG	0.4	Q4
SEMIN DIAGN PATHOL	2.9	Q2
SEMIN DIAL	1.4	Q3
SEMIN FETAL NEONATAL MED	2.9	Q1
SEMIN HEMATOL	5	Q1
SEMIN IMMUNOL	7.4	Q1
SEMIN IMMUNOPATHOL	7.9	Q1
SEMIN INTERVENT RADIOL	1	Q4
SEMIN LIVER DIS	4.3	Q1
SEMIN MUSCULOSKELET RADIOL	0.9	Q4
SEMIN NEPHROL	2.8	Q2
SEMIN NEUROL	1.8	Q3
SEMIN NUCL MED	4.6	Q1
SEMIN ONCOL	3	Q2
SEMIN ONCOL NURS	2.3	Q3
SEMIN OPHTHALMOL	1.9	Q2
SEMIN ORTHOD	2.2	Q2
SEMIN PEDIATR NEUROL	2.4	Q1
SEMIN PEDIATR SURG	1.4	Q3
SEMIN PERINATOL	3.2	Q1
SEMIN PLAST SURG	2.3	Q2
SEMIN RADIAT ONCOL	2.6	Q2
SEMIN REPROD MED	1.9	Q3
SEMIN RESPIR CRIT CARE MED	2.3	Q2
SEMIN ROENTGENOL	0.8	Q4
SEMIN SPEECH LANG	1	Q4
SEMIN THORAC CARDIOVASC SURG	2.6	Q2
SEMIN THROMB HEMOST	3.6	Q1
SEMIN ULTRASOUND CT MR	1.5	Q3
SEMIN VASC SURG	3.3	Q1
SEMIOTICA	0.9	Q3
SENS ACTUATORS A PHYS	4.1	Q1
SENS ACTUATORS B CHEM	8	Q1
SENS ACTUATORS REP	6.5	Q2
SENS BIOSENSING RES	5.4	Q1
SENS DIAGN	3.5	Q2
SENS IMAGING	1.5	Q3
SENSES SOC	1	NA
SENSORS (BASEL)	3.4	Q2
SEP PURIF TECHNOL	8.1	Q1
SEP SCI PLUS	1.3	Q4
SEP SCI TECHNOL	2.3	Q3
