abb	pubmed_journal	pubmed_issn	pubmed_eissn	Publisher	journal_if	IF_2020	IF_2021	IF_2022	IF_2023	IF_2024	q_2020	q_2021	q_2022	q_2023	q_2024
RISK MANAG INSUR REV	Risk management and insurance review	1098-1616	1540-6296	WILEY	RISK MANAGEMENT AND INSURANCE REVIEW				1.1	1.4				Q3	Q3
BLOOD SCI	Blood science (Baltimore, Md.)		2543-6368	LIPPINCOTT WILLIAMS & WILKINS	BLOOD SCIENCE			1.0	1.5	2.7				Q3	Q2
FORCES MECH	Forces in mechanics		2666-3597	ELSEVIER	FORCES IN MECHANICS				3.2	3.5				Q2	Q2
SCIPOST PHYS	SciPost physics		2542-4653	SCIPOST FOUNDATION	SCIPOST PHYSICS	6.093	6.554	5.5	4.6	5.4	Q1	Q1	Q1	Q1	Q1
ANN ESOPHAGUS	Annals of esophagus		2616-2784	AME PUBLISHING COMPANY	ANNALS OF ESOPHAGUS					0.6					Q4
FRONT SOIL SCI	Frontiers in soil science		2673-8619	FRONTIERS MEDIA SA	FRONTIERS IN SOIL SCIENCE				2.1	3.7				Q3	Q2
ACS MATER AU	ACS materials Au		2694-2461	AMER CHEMICAL SOC	ACS MATERIALS AU				5.7	6.5				Q2	Q2
ARAB J MATH	Arabian journal of mathematics	2193-5343	2193-5351	SPRINGER HEIDELBERG	ARABIAN JOURNAL OF MATHEMATICS			1.2	0.9	0.9				Q2	Q2
ADV LAB MED	Advances in laboratory medicine		2628-491X	WALTER DE GRUYTER GMBH	ADVANCES IN LABORATORY MEDICINE-AVANCES EN MEDICINA DE LABORATORIO			1.0	1.1	0.9				Q4	Q4
ANAL SENS	Analysis & sensing		2629-2742	WILEY-V C H VERLAG GMBH	ANALYSIS & SENSING				3.4	2.9				Q2	Q2
J COMPUT BIOPHYS CHEM	Journal of computational biophysics and chemistry	2737-4165	2737-4173	WORLD SCIENTIFIC PUBL CO PTE LTD	JOURNAL OF COMPUTATIONAL BIOPHYSICS AND CHEMISTRY			2.2	2.0	2.3			Q3	Q3	Q3
J GEOTECH GEOENVIRON ENG	Journal of geotechnical and geoenvironmental engineering	1090-0241	1943-5606	ASCE-AMER SOC CIVIL ENGINEERS	JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING	4.012	4.6	3.9	3.9	4.4	Q1	Q1	Q2	Q1	Q1
ACS ENVIRON AU	ACS environmental Au		2694-2518	AMER CHEMICAL SOC	ACS ENVIRONMENTAL AU				6.7	7.7				Q1	Q1
PHYSIOLOGIA	Physiologia	2673-9488			PHYSIOLOGIA					2.3					Q2
BULL IRAN MATH SOC	Bulletin of the Iranian Mathematical Society	1018-6301	1735-8515		BULLETIN OF THE IRANIAN MATHEMATICAL SOCIETY	0.644	0.776	0.7	0.7	0.8	Q4	Q3	Q3	Q2	Q2
JDS COMMUN	JDS communications		2666-9102	ELSEVIER	JDS COMMUNICATIONS					2.2					Q1
SSM QUAL RES HEALTH	SSM. Qualitative research in health		2667-3215	ELSEVIER	SSM-QUALITATIVE RESEARCH IN HEALTH				1.8	2.5				Q3	Q2
J NUCL ENG RADIAT SCI	Journal of nuclear engineering and radiation science	2332-8983	2332-8975		JOURNAL OF NUCLEAR ENGINEERING AND RADIATION SCIENCE			0.4	0.5	0.8				Q4	Q4
ANIM BIOTELEMETRY	Animal biotelemetry	2050-3385	2050-3385	SPRINGERNATURE	ANIMAL BIOTELEMETRY		3.155	2.7	2.4	2.5		Q1	Q1	Q1	Q1
IEEE OPEN J CIRCUITS SYST	IEEE open journal of circuits and systems		2644-1225	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	IEEE OPEN JOURNAL OF CIRCUITS AND SYSTEMS			2.6	2.4	2.4				Q2	Q3
IEEE OPEN J NANOTECHNOL	IEEE open journal of nanotechnology		2644-1292	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	IEEE OPEN JOURNAL OF NANOTECHNOLOGY			1.7	1.8	1.9				Q3	Q3
ACS ES T ENG	ACS ES&T engineering		2690-0645	AMER CHEMICAL SOC	ACS ES&T ENGINEERING			7.1	7.4	6.7				Q1	Q2
ELECTROCHEM SCI ADV	Electrochemical science advances		2698-5977	WILEY	ELECTROCHEMICAL SCIENCE ADVANCES				2.9	4.1				Q2	Q2
ADV MENT HEALTH	Advances in mental health	1838-7357	1837-4905	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ADVANCES IN MENTAL HEALTH			1.4	1.4	1.7				Q3	Q3
TELEMAT INFORM	Telematics and informatics	0736-5853	1879-324X	ELSEVIER	TELEMATICS AND INFORMATICS	6.182	9.14	8.5	7.6	8.3	Q1	Q1	Q1	Q1	Q1
NANOMANUF METROL	Nanomanufacturing and metrology	2520-811X	2520-8128	SPRINGERNATURE	NANOMANUFACTURING AND METROLOGY					4.5					Q1
ACS PHYS CHEM AU	ACS physical chemistry Au		2694-2445	AMER CHEMICAL SOC	ACS PHYSICAL CHEMISTRY AU				3.7	4.3				Q2	Q2
ANN PEDIATR SURG	Annals of pediatric surgery	1687-4137	2090-5394	Egyptian Pediatric Surgical Assoc	ANNALS OF PEDIATRIC SURGERY			0.4	0.4	0.3				Q4	Q4
ARAB J CHEM	Arabian journal of chemistry	1878-5352	1878-5379	ELSEVIER	ARABIAN JOURNAL OF CHEMISTRY	5.165	6.212	6.0	5.3	5.2	Q2	Q2	Q2	Q2	Q2
SCI MED FOOTB	Science & medicine in football	2473-3938	2473-4446	TAYLOR & FRANCIS LTD	SCIENCE AND MEDICINE IN FOOTBALL	2.815	3.331	3.4	2.8	3.5	Q2	Q2	Q1	Q1	Q1
CCF TRANS HIGH PERFORM COMPUT	CCF transactions on high performance computing	2524-4922	2524-4930	SPRINGERNATURE	CCF TRANSACTIONS ON HIGH PERFORMANCE COMPUTING			0.9	1.3	1.9				Q3	Q2
J ELASTOMERS PLAST	Journal of elastomers and plastics	0095-2443	1530-8006	SAGE PUBLICATIONS LTD	JOURNAL OF ELASTOMERS AND PLASTICS	1.833	2.215	1.7	1.4	1.6	Q4	Q3	Q3	Q4	Q3
FAM BUS REV	Family business review : journal of the Family Firm Institute	0894-4865	1741-6248	SAGE PUBLICATIONS INC	FAMILY BUSINESS REVIEW	9.848	7.575	8.8	9.9	5.6	Q1	Q2	Q1	Q1	Q1
TALANTA OPEN	Talanta open		2666-8319	ELSEVIER	TALANTA OPEN				4.1	3.7				Q1	Q2
FACE (THOUSAND OAKS)	FACE (Thousand Oaks, Calif.)		2732-5016	SAGE PUBLICATIONS INC	FACE					0.4					Q4
EDUC STUD MATH	Educational studies in mathematics	0013-1954	1573-0816	SPRINGER	EDUCATIONAL STUDIES IN MATHEMATICS	2.402	2.853	3.2	3.4	1.9	Q2	Q2	Q2	Q1	Q2
MATH INTELL	The mathematical intelligencer	0343-6993	1866-7414	SPRINGER	MATHEMATICAL INTELLIGENCER	0.387	0.357	0.4	0.4	0.4	Q4	Q4	Q4	Q4	Q4
RESOUR CONSERV RECYCL ADV	Resources, conservation & recycling advances	2667-3789		ELSEVIER	RESOURCES CONSERVATION & RECYCLING ADVANCES				5.4	6.4				Q1	Q1
LEGUM SCI	Legume science		2639-6181	WILEY	LEGUME SCIENCE					5.0					Q1
ACS NANOSCI AU	ACS nanoscience Au		2694-2496	AMER CHEMICAL SOC	ACS NANOSCIENCE AU				4.8	6.3				Q2	Q2
MACH LEARN APPL	Machine learning with applications		2666-8270	ELSEVIER	MACHINE LEARNING WITH APPLICATIONS					4.9					Q1
OTOLARYNGOL CASE REP	Otolaryngology case reports		2468-5488	ELSEVIER	OTOLARYNGOLOGY CASE REPORTS				0.2	0.3				Q4	Q4
SURF INTERFACES	Surfaces and interfaces		2468-0230	ELSEVIER	SURFACES AND INTERFACES	4.837	6.137	6.2	5.7	6.3	Q1	Q1	Q1	Q1	Q1
BULL SEISMOL SOC AM	The bulletin of the Seismological Society of America : BSSA	0037-1106	1943-3573	SEISMOLOGICAL SOC AMER	BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA	2.91	3.14	3.0	2.6	2.9	Q2	Q2	Q2	Q2	Q2
PSYCHOANAL SELF CONTEXT	Psychoanalysis, self and context	2472-0038	2472-0046	TAYLOR & FRANCIS INC	PSYCHOANALYSIS SELF AND CONTEXT			0.3	0.5	0.4				Q2	Q2
APPL COMPOS MATER (DORDR)	Applied composite materials	0929-189X	1573-4897	SPRINGER	APPLIED COMPOSITE MATERIALS	2.181	2.368	2.3	2.3	2.9	Q3	Q3	Q3	Q3	Q3
J HAZARD MATER LETT	Journal of hazardous materials letters		2666-9110	ELSEVIER	JOURNAL OF HAZARDOUS MATERIALS LETTERS				6.6	8.1				Q1	Q1
CURR RES ENVIRON SUSTAIN	Current research in environmental sustainability		2666-0490	ELSEVIER	CURRENT RESEARCH IN ENVIRONMENTAL SUSTAINABILITY			4.4	3.7	3.8				Q2	Q2
FOOD HYDROCOLL HEALTH	Food hydrocolloids for health		2667-0259	ELSEVIER	FOOD HYDROCOLLOIDS FOR HEALTH			1.9	4.6	5.1				Q1	Q1
ACTA MECH SOLIDA SIN	Acta mechanica solida Sinica	0894-9166	1860-2134	SPRINGER	ACTA MECHANICA SOLIDA SINICA	2.161	2.187	2.2	2.0	2.7	Q3	Q3	Q3	Q3	Q2
ARTHROPLASTY	Arthroplasty (London, England)		2524-7948	BMC	ARTHROPLASTY			0.9	2.3	4.3				Q2	Q1
CHI J CHEM PHYS	Chinese journal of chemical physics	1674-0068	2327-2244	CHINESE PHYSICAL SOC	CHINESE JOURNAL OF CHEMICAL PHYSICS	1.114	1.09	1.0	1.2	1.0	Q4	Q4	Q4	Q4	Q4
EGYPT J NEUROSURG	Egyptian journal of neurosurgery	1687-5982	2520-8225		EGYPTIAN JOURNAL OF NEUROSURGERY			0.2	0.7	0.7				Q4	Q4
ARTIF INTELL LIFE SCI	Artificial intelligence in the life sciences		2667-3185	ELSEVIER	ARTIFICIAL INTELLIGENCE IN THE LIFE SCIENCES					5.4					Q1
J CO2 UTIL	Journal of CO(2) utilization	2212-9820		ELSEVIER SCI LTD	JOURNAL OF CO2 UTILIZATION	7.132	8.321	7.7	7.2	8.4	Q1	Q1	Q1	Q1	Q1
INT J COMPUT COMMUN CONTROL	International journal of computers, communications & control	1841-9836	1841-9844	CCC PUBL-AGORA UNIV	INTERNATIONAL JOURNAL OF COMPUTERS COMMUNICATIONS & CONTROL	2.293	2.635	2.7	2.0	1.9	Q3	Q3	Q3	Q3	Q3
J MANAG EDUC (NEWBURY PARK)	Journal of management education (Newbury Park, Calif.)	1052-5629	1552-6658	SAGE PUBLICATIONS INC	JOURNAL OF MANAGEMENT EDUCATION			1.4	2.5	2.6				Q1	Q1
PSYCHORADIOLOGY	Psychoradiology		2634-4416	OXFORD UNIV PRESS	PSYCHORADIOLOGY					2.9					Q2
AM J BIOL ANTHROPOL	American journal of biological anthropology		2692-7691	WILEY	AMERICAN JOURNAL OF BIOLOGICAL ANTHROPOLOGY				1.7	2.0				Q1	Q1
BIOTECHNOL BIOFUELS BIOPROD	Biotechnology for biofuels and bioproducts		2731-3654	BMC	BIOTECHNOLOGY FOR BIOFUELS AND BIOPRODUCTS				3.3	4.6				Q2	Q1
BMC PRIM CARE	BMC primary care		2731-4553	BMC	BMC PRIMARY CARE				2.0	2.6				Q2	Q1
REACTIONS (BASEL)	Reactions		2624-781X	MDPI	REACTIONS				2.2	2.2				Q3	Q3
THEOL SCI	Theology and science	1474-6700	1474-6719		THEOLOGY AND SCIENCE	0.88	0.612	0.6	0.6	0.6	Q2	Q3	Q2	Q2	Q2
AGRIC FOOD ECON	Agricultural and food economics		2193-7532	SPRINGERNATURE	AGRICULTURAL AND FOOD ECONOMICS		2.87	3.9	4.0	4.5		Q2	Q1	Q1	Q1
FINANC INNOV	Financial innovation		2199-4730	SPRINGER	FINANCIAL INNOVATION	3.985	6.793	8.4	6.9	7.2	Q1	Q1	Q1	Q1	Q1
COMPUT NETW	Computer networks	1389-1286	1872-7069	ELSEVIER	COMPUTER NETWORKS	4.474	5.493	5.6	4.4	4.6	Q1	Q1	Q1	Q1	Q1
PHOTOCHEM	Photochem		2673-7256	MDPI	PHOTOCHEM					2.3					Q3
IEEE J RADIO FREQ IDENTIF	IEEE journal of radio frequency identification		2469-7281	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	IEEE JOURNAL OF RADIO FREQUENCY IDENTIFICATION			3.1	2.3	3.4				Q2	Q2
THEORY PRACT LEGIS	The theory and practice of legislation	2050-8840	2050-8859	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	THEORY AND PRACTICE OF LEGISLATION			4.0	1.5	0.9				Q1	Q2
Q J ENG GEOL HYDROGEO	Quarterly journal of engineering geology and hydrogeology	1470-9236	2041-4803	GEOLOGICAL SOC PUBL HOUSE	QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY	1.364	1.727	1.4	1.3	1.3	Q4	Q4	Q4	Q3	Q3
J MULTIMORB COMORB	Journal of multimorbidity and comorbidity		2633-5565	SAGE PUBLICATIONS INC	JOURNAL OF MULTIMORBIDITY AND COMORBIDITY					3.0					Q2
SENS ACTUATORS REP	Sensors and actuators reports		2666-0539	ELSEVIER	SENSORS AND ACTUATORS REPORTS			5.9	6.5	7.6				Q1	Q1
INT J SEL ASSESS	International journal of selection and assessment	0965-075X	1468-2389	WILEY	INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT	1.84	2.41	2.2	2.6	2.4	Q3	Q3	Q3	Q2	Q2
CHINA ECON REV	China economic review	1043-951X	1873-7781	ELSEVIER SCIENCE INC	CHINA ECONOMIC REVIEW	4.227	4.744	6.8	5.2	5.5	Q1	Q1	Q1	Q1	Q1
MATH PHYS ANAL GEOM	Mathematical physics, analysis, and geometry	1385-0172	1572-9656	SPRINGER	MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY	0.933	1.027	1.0	0.9	1.1	Q4	Q3	Q3	Q3	Q2
GEOPOLITICS	Geopolitics	1465-0045	1557-3028	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	GEOPOLITICS	4.117	2.872	2.9	3.0	3.4	Q1	Q2	Q2	Q1	Q1
J YEUNGNAM MED SCI	Journal of Yeungnam medical science		2799-8010	YEUNGNAM UNIV COLL MEDICINE, YEUNGNAM UNIV INST MEDICAL SCIENCE	JOURNAL OF YEUNGNAM MEDICAL SCIENCE				1.0	1.4				Q3	Q2
EPIDEMIOLOGIA (BASEL)	Epidemiologia (Basel, Switzerland)		2673-3986	MDPI	EPIDEMIOLOGIA					2.2					Q2
BEHAV SCI TERROR POLIT AGGRESS	Behavioral sciences of terrorism and political aggression	1943-4472	1943-4480	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	BEHAVIORAL SCIENCES OF TERRORISM AND POLITICAL AGGRESSION			2.0	1.3	1.4				Q2	Q2
FRONT NETW PHYSIOL	Frontiers in network physiology		2674-0109	FRONTIERS MEDIA SA	FRONTIERS IN NETWORK PHYSIOLOGY					3.0					Q2
DIABET EPIDEMIOL MANAG	Diabetes epidemiology and management		2666-9706	ELSEVIER	DIABETES EPIDEMIOLOGY AND MANAGEMENT				1.0	1.4				Q4	Q4
DEN OPEN	DEN open		2692-4609	WILEY	DEN OPEN				1.4	1.5				Q4	Q4
POLIT STUD REV	Political studies review	1478-9299	1478-9302	SAGE PUBLICATIONS LTD	POLITICAL STUDIES REVIEW	3.241	3.248	1.9	1.4	1.8	Q2	Q1	Q2	Q2	Q2
ARRAY (N Y)	Array (New York, N.Y.)		2590-0056	ELSEVIER	ARRAY				2.3	4.5				Q2	Q1
INT J MUSIC EDUC	International journal of music education	0255-7614	1744-795X	SAGE PUBLICATIONS LTD	INTERNATIONAL JOURNAL OF MUSIC EDUCATION	0.955	1.163	1.8	1.3	1.2	Q4	Q4	Q3	Q2	Q2
FRONT HEALTH SERV	Frontiers in health services		2813-0146	FRONTIERS MEDIA SA	FRONTIERS IN HEALTH SERVICES				1.6	2.7				Q3	Q2
J SPACE WEATHER SPACE CLIM	Journal of space weather and space climate		2115-7251	EDP SCIENCES S A	JOURNAL OF SPACE WEATHER AND SPACE CLIMATE	3.584	2.942	3.3	3.4	2.7	Q2	Q2	Q2	Q1	Q2
FRONT VIROL	Frontiers in virology		2673-818X	FRONTIERS MEDIA SA	FRONTIERS IN VIROLOGY				2.0	1.6				Q4	Q4
ANAL SCI ADV	Analytical science advances		2628-5452	WILEY	ANALYTICAL SCIENCE ADVANCES				3.0	4.1				Q2	Q1
J WATER CLIM CHANG	Journal of water and climate change	2040-2244	2408-9354	IWA PUBLISHING	JOURNAL OF WATER AND CLIMATE CHANGE	1.9	2.803	2.8	2.7	3.1	Q3	Q3	Q2	Q2	Q2
CURR RES ECOL SOC PSYCHOL	Current research in ecological and social psychology		2666-6227	ELSEVIER	CURRENT RESEARCH IN ECOLOGICAL AND SOCIAL PSYCHOLOGY					2.2					Q2
STROKE VASC INTERV NEUROL	Stroke (Hoboken, N.J.)		2694-5746	WILEY	STROKE-VASCULAR AND INTERVENTIONAL NEUROLOGY				2.1	2.8				Q3	Q2
DISCOURSE (LOND)	Discourse (London, England)	0159-6306	1469-3739	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	DISCOURSE-STUDIES IN THE CULTURAL POLITICS OF EDUCATION	2.579	1.767	1.7	1.7	2.0	Q2	Q3	Q3	Q2	Q2
ALPHA PSYCHIATRY	Alpha psychiatry		2757-8038	IMR PRESS	ALPHA PSYCHIATRY			0.7	1.3	3.5			Q4	Q3	Q1
N AM SPINE SOC J	North American Spine Society journal		2666-5484	ELSEVIER	NORTH AMERICAN SPINE SOCIETY JOURNAL					2.5					Q2
J NATL CANCER CENT	Journal of the National Cancer Center		2667-0054	ELSEVIER	JOURNAL OF THE NATIONAL CANCER CENTER				7.6	9.4				Q1	Q1
J THEO SOC PSYCHOL	Journal of theoretical social psychology		2475-0387	WILEY	JOURNAL OF THEORETICAL SOCIAL PSYCHOLOGY			1.8	2.3	1.2				Q2	Q4
PLAN PRACT RES	Planning, practice & research	0269-7459	1360-0583	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	PLANNING PRACTICE AND RESEARCH			1.6	2.0	2.0				Q3	Q3
AVS QUANTUM SCI	AVS quantum science		2639-0213	AIP Publishing	AVS QUANTUM SCIENCE				4.2	3.0				Q2	Q3
ECON HIST DEV REG	Economic history of developing regions	2078-0389	2078-0397		ECONOMIC HISTORY OF DEVELOPING REGIONS			0.5	0.9	0.8				Q1	Q1
SCANDO SLAV	Scando-slavica	0080-6765	1600-082X	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	SCANDO-SLAVICA			0.1	0.2	0.1					
INT SMALL BUS J	International small business journal	0266-2426	1741-2870	SAGE PUBLICATIONS LTD	INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP	5.473	6.413	7.1	4.3	3.9	Q2	Q2	Q1	Q2	Q2
PLOS DIGIT HEALTH	PLOS digital health		2767-3170	PUBLIC LIBRARY SCIENCE	PLOS DIGITAL HEALTH					7.7					Q1
DRUG ALCOHOL DEPEND REP	Drug and alcohol dependence reports		2772-7246	ELSEVIER	DRUG AND ALCOHOL DEPENDENCE REPORTS					2.9					Q2
STOCH DYN (SINGAP)	Stochastics and dynamics	0219-4937	1793-6799		STOCHASTICS AND DYNAMICS	0.98	1.45	1.1	0.8	0.8	Q4	Q3	Q3	Q3	Q3
IMETA	iMeta	2770-5986	2770-596X	WILEY	IMETA				23.7	33.2				Q1	Q1
J PEDIATR HEMATOL ONCOL NURS	Journal of pediatric hematology/oncology nursing	2752-7530	2752-7549	SAGE PUBLICATIONS INC	JOURNAL OF PEDIATRIC HEMATOLOGY-ONCOLOGY NURSING				1.0	1.5				Q3	Q3
DISCOV MENT HEALTH	Discover mental health		2731-4383	SPRINGERNATURE	DISCOVER MENTAL HEALTH					2.7					Q2
CRYSTALLOGR REP	Crystallography reports	1063-7745	1562-689X	PLEIADES PUBLISHING INC	CRYSTALLOGRAPHY REPORTS	0.735	0.667	0.7	0.6	0.5	Q4	Q4	Q4	Q4	Q4
INTEGR EQU OPER THEORY	Integral equations and operator theory	0378-620X	1420-8989	SPRINGER BASEL AG	INTEGRAL EQUATIONS AND OPERATOR THEORY	1.016	0.72	0.8	0.8	0.9	Q2	Q3	Q3	Q2	Q2
J NAVIG	Journal of navigation	0373-4633	1469-7785	CAMBRIDGE UNIV PRESS	JOURNAL OF NAVIGATION	1.995	2.647	2.4	1.9	2.3	Q2	Q2	Q2	Q2	Q2
IMMUNO	Immuno		2673-5601	MDPI	IMMUNO				2.1	2.5				Q4	Q3
J MATER CULT	Journal of material culture	1359-1835	1460-3586	SAGE PUBLICATIONS LTD	JOURNAL OF MATERIAL CULTURE	1.224	1.269	0.9	0.9	0.9	Q2	Q2	Q3	Q2	Q2
SOUTH AFR J CRIT CARE	The Southern African journal of critical care : the official journal of the Critical Care Society	1562-8264	2078-676X	HEALTH & MEDICAL PUBLISHING GROUP	SOUTHERN AFRICAN JOURNAL OF CRITICAL CARE			0.4	0.8	1.0				Q4	Q4
DIGIT DISCOV	Digital discovery		2635-098X	ROYAL SOC CHEMISTRY	DIGITAL DISCOVERY				6.2	5.6				Q1	Q1
EUR J SOC THEORY	European journal of social theory	1368-4310	1461-7137	SAGE PUBLICATIONS LTD	EUROPEAN JOURNAL OF SOCIAL THEORY	2.527	1.766	2.1	2.3	1.4	Q2	Q3	Q2	Q2	Q2
J URBAN TECHNOL	Journal of urban technology	1063-0732	1466-1853	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	JOURNAL OF URBAN TECHNOLOGY	5.465	5.15	4.8	4.6	4.4	Q1	Q1	Q1	Q1	Q1
J EARLY CHILD LIT	Journal of early childhood literacy	1468-7984	1741-2919	SAGE PUBLICATIONS LTD	JOURNAL OF EARLY CHILDHOOD LITERACY	2.769	2.227	1.6	1.3	1.3	Q2	Q3	Q4	Q2	Q2
BULL EARTHQ ENG	Bulletin of earthquake engineering	1570-761X	1573-1456	SPRINGER	BULLETIN OF EARTHQUAKE ENGINEERING	3.827	4.556	4.6	3.8	4.1	Q2	Q1	Q1	Q1	Q1
J PSYCHOPATHOL CLIN SCI	Journal of psychopathology and clinical science	2769-7541	2769-755X	AMER PSYCHOLOGICAL ASSOC	JOURNAL OF PSYCHOPATHOLOGY AND CLINICAL SCIENCE				3.1	3.9				Q1	Q1
FEM THEORY	Feminist theory	1464-7001	1741-2773	SAGE PUBLICATIONS INC	FEMINIST THEORY	0.864	1.591	2.1	1.9	1.3	Q4	Q3	Q2	Q2	Q3
AGGREGATE (HOBOKEN)	Aggregate (Hoboken, N.J.)	2766-8541	2692-4560	WILEY	AGGREGATE			18.8	13.9	13.7				Q1	Q1
NEAR SURF GEOPHYS	Near surface geophysics	1569-4445	1873-0604	WILEY	NEAR SURFACE GEOPHYSICS	2.033	2.01	1.6	1.1	1.6	Q3	Q3	Q3	Q3	Q3
FRONT SUSTAIN CITIES	Frontiers in sustainable cities		2624-9634	FRONTIERS MEDIA SA	FRONTIERS IN SUSTAINABLE CITIES			2.8	2.4	2.1				Q2	Q2
PEACE ECON PEACE SCI PUBLIC POLICY	Peace economics, peace science and public policy	1079-2457	1554-8597	WALTER DE GRUYTER GMBH	PEACE ECONOMICS PEACE SCIENCE AND PUBLIC POLICY			1.0	1.7	1.2				Q2	Q3
TAPUYA	Tapuya : Latin American science, technology and society		2572-9861	TAYLOR & FRANCIS LTD	TAPUYA-LATIN AMERICAN SCIENCE TECHNOLOGY AND SOCIETY				1.0	1.2				Q2	Q1
SOC IDENTITIES	Social identities	1350-4630	1363-0296	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	SOCIAL IDENTITIES			0.9	0.7	0.9				Q3	Q3
J PREV (2022)	Journal of prevention (2022)	2731-5533	2731-5541	SPRINGER	JOURNAL OF PREVENTION				1.8	1.5				Q3	Q3
PHENOMICS	Phenomics (Cham, Switzerland)	2730-583X	2730-5848	SPRINGERNATURE	PHENOMICS				3.7	6.2				Q2	Q1
ASIA PAC J CHEM ENG	Asia-Pacific journal of chemical engineering	1932-2135	1932-2143	WILEY	ASIA-PACIFIC JOURNAL OF CHEMICAL ENGINEERING	1.447	1.777	1.8	1.4	1.6	Q3	Q3	Q3	Q3	Q3
HEPATOL FORUM	Hepatology forum	1307-5888	2757-7392	KARE PUBL	HEPATOLOGY FORUM			0.8	1.2	2.1				Q4	Q3
J CLIN VIROL PLUS	Journal of clinical virology plus		2667-0380	ELSEVIER	JOURNAL OF CLINICAL VIROLOGY PLUS			1.7	1.6	1.4				Q4	Q4
NAT SYNTH	Nature synthesis		2731-0582	SPRINGERNATURE	NATURE SYNTHESIS					20.0					Q1
KIDNEY DIAL	Kidney and dialysis	2673-8236			KIDNEY AND DIALYSIS					2.2					Q2
SUSTAIN CHEM	Sustainable chemistry		2673-4079	MDPI	SUSTAINABLE CHEMISTRY					4.2					Q2
J SCHED	Journal of scheduling	1094-6136	1099-1425	SPRINGER	JOURNAL OF SCHEDULING	1.802	2.13	2.0	1.4	1.8	Q3	Q3	Q3	Q3	Q3
INT J CHILD CARE EDUC POLICY	International journal of child care and education policy	1976-5681	2288-6729	SPRINGER	INTERNATIONAL JOURNAL OF CHILD CARE AND EDUCATION POLICY			1.9	2.0	1.8				Q2	Q2
J ECON RACE POLICY	Journal of economics, race, and policy	2520-8411	2520-842X	SPRINGERNATURE	JOURNAL OF ECONOMICS RACE AND POLICY					1.1					Q3
J LEGIS STUD	Journal of legislative studies	1357-2334	1743-9337	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	JOURNAL OF LEGISLATIVE STUDIES			1.0	1.0	1.0				Q2	Q2
MARIT STUD	Maritime studies : MAST	1872-7859	2212-9790	SPRINGER HEIDELBERG	MARITIME STUDIES			3.4	2.2	2.3				Q3	Q3
J SUSTAIN MIN	Journal of sustainable mining	2543-4950	2300-3960	Glowny Instytut Gornictwa	JOURNAL OF SUSTAINABLE MINING			1.0	0.7	1.7				Q4	Q3
FOOD CHEM (OXF)	Food chemistry. Molecular sciences		2666-5662	ELSEVIER	FOOD CHEMISTRY: MOLECULAR SCIENCES			3.3	4.1	4.7				Q2	Q2
FRONT RADIOL	Frontiers in radiology		2673-8740	FRONTIERS MEDIA SA	FRONTIERS IN RADIOLOGY					2.3					Q2
STRUCT CHANG ECON DYN	Structural change and economic dynamics	0954-349X	1873-6017	ELSEVIER	STRUCTURAL CHANGE AND ECONOMIC DYNAMICS	3.579	5.059	6.1	5.0	5.5	Q1	Q1	Q1	Q1	Q1
PROBAT J	Probation journal	0264-5505	1741-3079	SAGE PUBLICATIONS LTD	PROBATION JOURNAL			1.5	1.5	1.2				Q2	Q3
RESULTS ENG	Results in engineering		2590-1230	ELSEVIER	RESULTS IN ENGINEERING			5.0	6.0	7.9				Q1	Q1
INTERV RADIOL (HIGASHIMATSUYAMA)	Interventional radiology (Higashimatsuyama-shi (Japan)		2432-0935		INTERVENTIONAL RADIOLOGY					0.8					Q4
PNAS NEXUS	PNAS nexus		2752-6542	OXFORD UNIV PRESS	PNAS NEXUS				2.2	3.8				Q1	Q1
ROBOTICS (BASEL)	Robotics (Basel, Switzerland)		2218-6581	MDPI	ROBOTICS			3.7	2.9	3.3				Q2	Q2
PEER COMMUNITY J	Peer community journal		2804-3871	Peer Community In - PCI	PEER COMMUNITY JOURNAL					2.0					Q2
SCHIZOPHRENIA (HEIDELB)	Schizophrenia (Heidelberg, Germany)		2754-6993	NATURE PORTFOLIO	SCHIZOPHRENIA				3.0	4.1				Q2	Q1
